numero_cliente;regional;safra_inicio_obras;nps_vistoria;faixa_renda;idade;filhos;sexo;estado_civil;escolaridade;meses_para_entrega;status_assistencia;acionamentos_assistencia;nps_6m;nps_6m_target
1344;SP;2021-1S;Promotor;FAIXA 2;57;0;0;Solteiro(a);Médio Completo;38;Procedente;2;Detrator;0
1345;SP;2022-1S;Promotor;FAIXA 3;52;0;0;Solteiro(a);Superior Incompleto;33;Procedente;4;Neutro;1
1346;BA;2022-1S;Neutro;FAIXA 1;26;0;0;Solteiro(a);Superior Completo;27;Não Solicitou;0;Detrator;0
1347;SP;2021-2S;Promotor;FAIXA 3;52;0;0;Casado(a);Médio Completo;33;Não Solicitou;0;Detrator;0
1348;GO;2021-2S;Promotor;FAIXA 1;48;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;3;Promotor;2
1349;SP;2021-1S;Promotor;FAIXA 1;50;1;1;Solteiro(a);Médio Completo;38;Não Solicitou;1;Neutro;1
1350;SP;2022-1S;Detrator;FAIXA 3;35;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;0;Detrator;0
1351;SP;2021-1S;Detrator;FAIXA 2;44;0;0;Solteiro(a);Médio Completo;38;Não Solicitou;0;Detrator;0
1352;SP;2021-1S;Promotor;FAIXA 2;52;2;2;Casado(a);Médio Completo;38;Procedente;2;Promotor;2
1353;SP;2021-1S;Promotor;FAIXA 2;40;0;0;Casado(a);Médio Completo;38;Não Solicitou;0;Promotor;2
1354;PE;2022-2S;Promotor;FAIXA 3;33;0;0;Divorciado(a);Superior Completo;23;Não Solicitou;0;Promotor;2
1355;SP;2021-1S;Detrator;FAIXA 1;37;0;0;Solteiro(a);Superior Completo;38;Não Solicitou;2;Detrator;0
1356;SP;2021-1S;Promotor;FAIXA 1;55;1;1;Solteiro(a);Médio Completo;38;Improcedente;2;Detrator;0
1357;SP;2021-1S;Promotor;FAIXA 2;40;1;1;Solteiro(a);Médio Completo;38;Procedente;5;Detrator;0
1358;SP;2021-1S;Promotor;FAIXA 2;48;1;1;Solteiro(a);Médio Completo;38;Não Solicitou;0;Detrator;0
1359;SP;2021-1S;Promotor;FAIXA 1;42;1;1;Solteiro(a);Médio Completo;38;Não Solicitou;0;Neutro;1
1360;SP;2021-1S;Detrator;FAIXA 2;51;0;0;Casado(a);Médio Completo;38;AMBOS TIPOS;2;Detrator;0
1361;SP;2021-1S;Detrator;FAIXA 1;61;0;0;Solteiro(a);Médio Completo;38;Não Solicitou;0;Detrator;0
1362;SP;2021-1S;Promotor;FAIXA 1;64;1;1;Solteiro(a);Médio Completo;38;Não Solicitou;3;Promotor;2
1363;SP;2021-1S;Promotor;FAIXA 1;33;2;2;Casado(a);Médio Completo;38;Não Solicitou;0;Promotor;2
1364;SP;2021-1S;Promotor;FAIXA 1;44;1;1;Solteiro(a);Médio Completo;38;Não Solicitou;0;Promotor;2
1365;SP;2021-1S;Detrator;FAIXA 2;34;0;0;Solteiro(a);Médio Completo;38;Não Solicitou;0;Detrator;0
1366;SP;2021-1S;Promotor;FAIXA 1;42;0;0;Solteiro(a);Médio Completo;38;Não Solicitou;0;Detrator;0
1367;SP;2021-1S;Detrator;FAIXA 2;40;0;0;Casado(a);Médio Completo;38;Improcedente;0;Detrator;0
1368;SP;2021-1S;Promotor;FAIXA 2;39;1;1;Solteiro(a);Médio Completo;38;Não Solicitou;0;Promotor;2
1369;SP;2021-1S;Detrator;FAIXA 1;48;0;0;Solteiro(a);Superior Incompleto;38;Não Solicitou;0;Detrator;0
1370;SP;2021-1S;Detrator;FAIXA 1;34;1;1;Divorciado(a);Médio Completo;38;Não Solicitou;1;Detrator;0
1371;SP;2021-1S;Promotor;FAIXA 2;47;1;1;Solteiro(a);Superior Completo;38;Não Solicitou;0;Neutro;1
1372;SP;2021-1S;Promotor;FAIXA 1;45;1;1;Solteiro(a);Médio Completo;38;Improcedente;0;Detrator;0
1373;SP;2021-1S;Promotor;FAIXA 2;27;0;0;Solteiro(a);Médio Completo;38;Improcedente;1;Detrator;0
1374;RJ;2023-1S;Detrator;FAIXA 2;24;0;0;Solteiro(a);Fundamental Completo;10;Improcedente;2;Detrator;0
1375;SP;2021-1S;Neutro;FAIXA 1;35;1;1;Solteiro(a);Médio Completo;38;Procedente;1;Neutro;1
1376;SP;2021-1S;Promotor;FAIXA 1;37;0;0;Solteiro(a);Médio Completo;38;Procedente;3;Detrator;0
1377;SP;2021-1S;Neutro;FAIXA 2;41;1;1;Solteiro(a);Médio Completo;38;Não Solicitou;0;Detrator;0
1378;SP;2021-1S;Neutro;FAIXA 1;50;2;2;Solteiro(a);Médio Completo;38;Improcedente;0;Detrator;0
1379;SP;2021-1S;Detrator;FAIXA 1;32;0;0;Solteiro(a);Superior Completo;38;Procedente;3;Neutro;1
1380;SP;2021-1S;Detrator;FAIXA 1;41;2;2;Casado(a);Superior Completo;38;Não Solicitou;0;Detrator;0
1381;SP;2021-1S;Neutro;FAIXA 1;37;0;0;Solteiro(a);Superior Completo;38;Improcedente;0;Neutro;1
1382;SP;2021-1S;Neutro;FAIXA 2;26;0;0;Solteiro(a);Médio Completo;38;Procedente;1;Neutro;1
1383;SP;2021-1S;Promotor;FAIXA 1;37;0;0;Casado(a);Médio Completo;38;Não Solicitou;0;Detrator;0
1384;SP;2021-1S;Promotor;FAIXA 2;42;0;0;Solteiro(a);Superior Completo;38;Procedente;4;Detrator;0
1385;GO;2021-2S;Promotor;FAIXA 1;48;1;1;Solteiro(a);Médio Completo;27;Procedente;2;Promotor;2
1386;RS;2022-2S;Promotor;FAIXA 1;33;0;0;Solteiro(a);Médio Completo;24;Não Solicitou;0;Promotor;2
1387;SP;2022-1S;Neutro;FAIXA 3;68;0;0;Casado(a);Fundamental Completo;33;Procedente;4;Detrator;0
1388;RJ;2022-2S;Promotor;FAIXA 2;60;1;1;Casado(a);Médio Completo;16;Não Solicitou;0;Promotor;2
1389;BA;2022-2S;Detrator;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;27;AMBOS TIPOS;1;Detrator;0
1390;SP;2021-1S;Promotor;FAIXA 2;28;0;0;Solteiro(a);Superior Incompleto;38;Não Solicitou;0;Neutro;1
1391;RS;2023-1S;Neutro;FAIXA 2;25;0;0;Solteiro(a);Superior Incompleto;21;AMBOS TIPOS;7;Neutro;1
1392;RS;2023-1S;Promotor;FAIXA 1;29;1;1;Casado(a);Médio Completo;21;Não Solicitou;0;Promotor;2
1393;BA;2022-2S;Neutro;FAIXA 1;46;0;0;Solteiro(a);Médio Completo;27;AMBOS TIPOS;2;Promotor;2
1394;BA;2022-2S;Detrator;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;1;Neutro;1
1395;RS;2023-1S;Detrator;FAIXA 2;39;0;0;Solteiro(a);Superior Completo;21;AMBOS TIPOS;2;Detrator;0
1396;BA;2022-2S;Promotor;FAIXA 1;39;2;2;Solteiro(a);Médio Completo;27;Não Solicitou;0;Promotor;2
1397;RS;2023-1S;Promotor;FAIXA 2;47;0;0;Solteiro(a);Superior Completo;21;Não Solicitou;0;Promotor;2
1398;RS;2023-1S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;21;Improcedente;0;Detrator;0
1399;RS;2023-1S;Detrator;FAIXA 1;38;0;0;Solteiro(a);Médio Completo;21;AMBOS TIPOS;3;Detrator;0
1400;SP;2021-1S;Neutro;FAIXA 2;54;1;1;Solteiro(a);Superior Completo;38;Procedente;2;Promotor;2
1401;BA;2022-2S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;0;Promotor;2
1402;BA;2022-2S;Promotor;FAIXA 1;29;1;1;União estável;Médio Completo;27;AMBOS TIPOS;6;Neutro;1
1403;RS;2023-1S;Promotor;FAIXA 1;32;1;1;Solteiro(a);Médio Completo;21;AMBOS TIPOS;2;Promotor;2
1404;BA;2022-2S;Promotor;FAIXA 1;28;0;0;Solteiro(a);Superior Completo;27;Improcedente;1;Neutro;1
1405;BA;2022-2S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;2;Neutro;1
1406;RS;2023-1S;Promotor;FAIXA 2;43;1;1;Solteiro(a);Médio Completo;21;AMBOS TIPOS;2;Neutro;1
1407;RS;2023-1S;Promotor;FAIXA 1;45;0;0;Solteiro(a);Médio Completo;21;Não Solicitou;0;Neutro;1
1408;BA;2022-2S;Promotor;FAIXA 2;28;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;0;Promotor;2
1409;RS;2023-1S;Promotor;FAIXA 1;23;0;0;Solteiro(a);Médio Completo;21;Procedente;4;Promotor;2
1410;BA;2022-2S;Detrator;FAIXA 1;32;1;1;Solteiro(a);Médio Completo;27;Não Solicitou;0;Detrator;0
1411;RS;2023-1S;Promotor;FAIXA 1;24;0;0;Solteiro(a);Superior Incompleto;21;AMBOS TIPOS;1;Detrator;0
1412;RS;2023-1S;Promotor;FAIXA 1;42;1;1;Divorciado(a);Médio Completo;21;AMBOS TIPOS;5;Detrator;0
1413;RS;2023-1S;Neutro;FAIXA 2;35;1;1;Solteiro(a);Médio Completo;21;AMBOS TIPOS;5;Detrator;0
1414;RS;2023-1S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;21;Não Solicitou;0;Promotor;2
1415;BA;2022-2S;Promotor;FAIXA 1;47;1;1;Solteiro(a);Médio Completo;27;Não Solicitou;0;Promotor;2
1416;RS;2023-1S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;21;Não Solicitou;0;Promotor;2
1417;RS;2023-1S;Promotor;FAIXA 2;121;0;0;Solteiro(a);Médio Completo;21;AMBOS TIPOS;5;Detrator;0
1418;BA;2022-2S;Promotor;FAIXA 1;31;0;0;Casado(a);Médio Completo;27;Não Solicitou;0;Promotor;2
1419;BA;2022-2S;Promotor;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;27;Procedente;4;Promotor;2
1420;SP;2022-1S;Promotor;FAIXA 3;46;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;0;Promotor;2
1421;BA;2022-2S;Detrator;FAIXA 1;46;0;0;Casado(a);Médio Completo;27;AMBOS TIPOS;3;Detrator;0
1422;SP;2021-2S;Neutro;FAIXA 1;52;1;1;Solteiro(a);Médio Completo;33;Não Solicitou;1;Neutro;1
1423;BA;2022-2S;Promotor;FAIXA 1;51;1;1;Solteiro(a);Médio Completo;27;AMBOS TIPOS;3;Neutro;1
1424;BA;2022-2S;Neutro;FAIXA 1;24;0;0;Solteiro(a);Superior Completo;27;Improcedente;3;Neutro;1
1425;BA;2022-2S;Promotor;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;27;AMBOS TIPOS;5;Promotor;2
1426;BA;2022-2S;Neutro;FAIXA 1;45;0;0;Solteiro(a);Médio Completo;27;AMBOS TIPOS;3;Detrator;0
1427;RS;2023-1S;Neutro;FAIXA 2;27;0;0;Solteiro(a);Médio Completo;21;AMBOS TIPOS;3;Detrator;0
1428;RS;2023-1S;Promotor;FAIXA 1;48;1;1;Solteiro(a);Médio Completo;21;Procedente;2;Neutro;1
1429;RS;2023-1S;Promotor;FAIXA 1;44;1;1;Solteiro(a);Médio Completo;21;AMBOS TIPOS;2;Detrator;0
1430;RS;2023-1S;Promotor;FAIXA 2;44;1;1;Solteiro(a);Médio Completo;21;AMBOS TIPOS;4;Detrator;0
1431;RS;2023-1S;Promotor;FAIXA 2;28;0;0;Solteiro(a);Médio Completo;21;AMBOS TIPOS;6;Detrator;0
1432;BA;2022-2S;Promotor;FAIXA 1;53;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;0;Promotor;2
1433;BA;2022-2S;Detrator;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;27;Procedente;1;Detrator;0
1434;RS;2023-1S;Promotor;FAIXA 1;37;0;0;Solteiro(a);Superior Completo;21;AMBOS TIPOS;8;Neutro;1
1435;SP;2021-2S;Promotor;FAIXA 2;48;0;0;Solteiro(a);Médio Completo;33;Procedente;5;Promotor;2
1436;GO;2021-2S;Promotor;FAIXA 1;33;0;0;Solteiro(a);Fundamental Incompleto;27;Procedente;3;Detrator;0
1437;SP;2021-1S;Detrator;FAIXA 1;59;0;0;Solteiro(a);Médio Completo;38;Não Solicitou;0;Detrator;0
1438;BA;2022-2S;Promotor;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;27;Procedente;8;Promotor;2
1439;BA;2022-2S;Detrator;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;27;AMBOS TIPOS;5;Detrator;0
1440;BA;2022-2S;Detrator;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;27;Improcedente;0;Detrator;0
1441;SP;2021-1S;Detrator;FAIXA 1;26;0;0;Solteiro(a);Superior Completo;38;Não Solicitou;0;Detrator;0
1442;RS;2023-1S;Promotor;FAIXA 2;55;0;0;Divorciado(a);Médio Completo;21;Não Solicitou;1;Detrator;0
1443;RS;2023-1S;Neutro;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;21;AMBOS TIPOS;1;Neutro;1
1444;BA;2022-2S;Promotor;FAIXA 1;31;3;3;Solteiro(a);Médio Completo;27;Não Solicitou;0;Promotor;2
1445;SP;2021-2S;Promotor;FAIXA 1;45;4;4;Solteiro(a);Médio Incompleto;33;Procedente;3;Promotor;2
1446;SP;2021-2S;Detrator;FAIXA 2;31;0;0;Solteiro(a);Médio Completo;33;AMBOS TIPOS;4;Detrator;0
1447;SP;2021-2S;Promotor;FAIXA 2;41;0;0;Divorciado(a);Superior Completo;33;Não Solicitou;0;Neutro;1
1448;SP;2021-2S;Promotor;FAIXA 1;26;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;0;Promotor;2
1449;SP;2021-2S;Detrator;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;0;Detrator;0
1450;SP;2021-2S;Neutro;FAIXA 2;28;0;0;Solteiro(a);Médio Completo;33;Procedente;1;Detrator;0
1451;SP;2021-2S;Detrator;FAIXA 1;31;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;1;Detrator;0
1452;SP;2021-2S;Promotor;FAIXA 2;40;1;1;Solteiro(a);Médio Completo;33;Não Solicitou;1;Neutro;1
1453;SP;2021-2S;Neutro;FAIXA 1;29;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;0;Detrator;0
1454;SP;2021-2S;Promotor;FAIXA 1;30;0;0;Casado(a);Médio Completo;33;Não Solicitou;0;Detrator;0
1455;SP;2021-2S;Promotor;FAIXA 1;39;1;1;Casado(a);Médio Completo;33;Procedente;2;Detrator;0
1456;SP;2021-2S;Promotor;FAIXA 1;54;0;0;Casado(a);Médio Completo;33;Procedente;1;Promotor;2
1457;SP;2021-2S;Promotor;FAIXA 2;25;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;1;Neutro;1
1458;SP;2021-2S;Promotor;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;0;Promotor;2
1459;BA;2022-2S;Promotor;FAIXA 1;30;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;0;Neutro;1
1460;SP;2021-2S;Neutro;FAIXA 2;32;1;1;Divorciado(a);Médio Completo;33;AMBOS TIPOS;1;Promotor;2
1461;SP;2021-2S;Promotor;FAIXA 2;31;0;0;Solteiro(a);Médio Completo;33;Procedente;4;Detrator;0
1462;SP;2021-2S;Neutro;FAIXA 1;35;0;0;Solteiro(a);Médio Completo;33;Improcedente;2;Detrator;0
1463;SP;2021-2S;Promotor;FAIXA 1;58;0;0;Casado(a);Médio Incompleto;33;Não Solicitou;0;Detrator;0
1464;SP;2021-2S;Promotor;FAIXA 1;32;1;1;Solteiro(a);Médio Completo;33;Não Solicitou;0;Detrator;0
1465;SP;2021-2S;Detrator;FAIXA 1;37;1;1;Casado(a);Superior Completo;33;Não Solicitou;1;Detrator;0
1466;SP;2021-2S;Promotor;FAIXA 1;36;0;0;Casado(a);Superior Completo;33;Procedente;1;Detrator;0
1467;SP;2021-2S;Neutro;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;33;Procedente;1;Detrator;0
1468;SP;2021-2S;Promotor;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;0;Promotor;2
1469;SP;2021-2S;Promotor;FAIXA 1;55;0;0;Casado(a);Médio Completo;33;Procedente;4;Neutro;1
1470;SP;2021-2S;Promotor;FAIXA 1;42;0;0;Solteiro(a);Médio Completo;33;Improcedente;1;Promotor;2
1471;SP;2021-2S;Detrator;FAIXA 1;25;1;1;Solteiro(a);Médio Completo;33;Procedente;2;Detrator;0
1472;SP;2021-2S;Detrator;FAIXA 3;34;0;0;Solteiro(a);Médio Completo;33;Procedente;1;Detrator;0
1473;SP;2021-2S;Neutro;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;33;AMBOS TIPOS;2;Detrator;0
1474;SP;2021-1S;Promotor;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;38;Procedente;3;Promotor;2
1475;SP;2021-2S;Promotor;FAIXA 2;31;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;0;Detrator;0
1476;SP;2021-2S;Promotor;FAIXA 1;34;0;0;Solteiro(a);Médio Completo;33;AMBOS TIPOS;3;Neutro;1
1477;SP;2021-2S;Promotor;FAIXA 2;46;1;1;Solteiro(a);Superior Completo;33;Não Solicitou;0;Promotor;2
1478;SP;2021-2S;Neutro;FAIXA 2;46;0;0;Divorciado(a);Superior Completo;33;AMBOS TIPOS;3;Detrator;0
1479;SP;2021-2S;Detrator;FAIXA 1;31;0;0;Solteiro(a);Superior Completo;33;Procedente;0;Promotor;2
1480;SP;2021-2S;Promotor;FAIXA 2;37;1;1;Casado(a);Superior Completo;33;Não Solicitou;0;Detrator;0
1481;SP;2021-2S;Promotor;FAIXA 2;54;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;5;Detrator;0
1482;BA;2022-2S;Neutro;FAIXA 1;34;1;1;Solteiro(a);Médio Completo;27;AMBOS TIPOS;4;Neutro;1
1483;SP;2021-2S;Neutro;FAIXA 1;38;1;1;Solteiro(a);Superior Completo;33;Não Solicitou;0;Detrator;0
1484;BA;2022-2S;Promotor;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;0;Promotor;2
1485;SP;2021-2S;Promotor;FAIXA 1;37;1;1;Solteiro(a);Médio Completo;33;Não Solicitou;0;Promotor;2
1486;SP;2021-2S;Promotor;FAIXA 1;33;2;2;Divorciado(a);Superior Completo;33;AMBOS TIPOS;2;Detrator;0
1487;SP;2021-2S;Promotor;FAIXA 1;39;1;1;Solteiro(a);Fundamental Completo;33;Não Solicitou;0;Promotor;2
1488;SP;2021-2S;Promotor;FAIXA 2;25;0;0;Solteiro(a);Médio Completo;33;Procedente;3;Detrator;0
1489;SP;2021-2S;Neutro;FAIXA 1;36;0;0;Solteiro(a);Médio Completo;33;AMBOS TIPOS;1;Detrator;0
1490;SP;2021-2S;Promotor;FAIXA 1;39;1;1;Solteiro(a);Médio Completo;33;AMBOS TIPOS;1;Detrator;0
1491;SP;2021-2S;Neutro;FAIXA 1;38;0;0;Divorciado(a);Médio Completo;33;Improcedente;0;Detrator;0
1492;SP;2021-2S;Promotor;FAIXA 1;33;1;1;Solteiro(a);Médio Completo;33;Não Solicitou;0;Detrator;0
1493;SP;2021-2S;Promotor;FAIXA 1;48;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;0;Promotor;2
1494;SP;2020-2S;Neutro;FAIXA 1;40;0;0;Solteiro(a);Médio Completo;37;Não Solicitou;0;Neutro;1
1495;SP;2022-1S;Neutro;FAIXA 2;24;0;0;Solteiro(a);Superior Completo;27;Não Solicitou;0;Neutro;1
1496;RS;2023-1S;Promotor;FAIXA 1;45;0;0;Solteiro(a);Médio Completo;21;Improcedente;0;Neutro;1
1497;SP;2021-1S;Detrator;FAIXA 2;44;1;1;Solteiro(a);Superior Incompleto;38;Improcedente;0;Detrator;0
1498;BA;2022-2S;Promotor;FAIXA 1;29;0;0;Solteiro(a);Superior Incompleto;27;AMBOS TIPOS;5;Promotor;2
1499;BA;2022-1S;Neutro;FAIXA 1;48;0;0;Casado(a);Médio Completo;27;Não Solicitou;0;Detrator;0
1500;BA;2022-2S;Promotor;FAIXA 1;39;1;1;Solteiro(a);Médio Completo;27;Improcedente;2;Neutro;1
1501;SP;2022-1S;Promotor;FAIXA 2;22;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;5;Promotor;2
1502;SP;2021-2S;Neutro;FAIXA 1;45;0;0;Solteiro(a);Superior Completo;33;Não Solicitou;0;Neutro;1
1503;GO;2021-2S;Promotor;FAIXA 1;37;2;2;Solteiro(a);Médio Completo;27;Não Solicitou;1;Neutro;1
1504;SP;2021-2S;Promotor;FAIXA 1;27;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;0;Detrator;0
1505;SP;2022-1S;Detrator;FAIXA 3;38;0;0;Solteiro(a);Superior Completo;33;Improcedente;0;Detrator;0
1506;SP;2021-2S;Neutro;FAIXA 1;56;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;0;Neutro;1
1507;GO;2022-1S;Promotor;FAIXA 1;29;1;1;Solteiro(a);Fundamental Incompleto;24;Improcedente;0;Detrator;0
1508;SP;2021-2S;Neutro;FAIXA 2;57;0;0;Casado(a);Médio Completo;33;Improcedente;0;Promotor;2
1509;SP;2021-1S;Detrator;FAIXA 1;43;1;1;Solteiro(a);Médio Completo;32;Não Solicitou;0;Neutro;1
1510;SP;2021-2S;Promotor;FAIXA 1;35;0;0;Divorciado(a);Médio Completo;33;Improcedente;1;Detrator;0
1511;SP;2021-1S;Detrator;FAIXA 1;30;0;0;Solteiro(a);Superior Completo;38;Improcedente;0;Detrator;0
1512;SP;2021-2S;Promotor;FAIXA 1;38;0;0;Solteiro(a);Médio Completo;33;AMBOS TIPOS;3;Detrator;0
1513;SP;2021-2S;Detrator;FAIXA 1;57;0;0;Solteiro(a);Médio Completo;33;AMBOS TIPOS;3;Promotor;2
1514;SP;2020-2S;Neutro;FAIXA 1;51;0;0;Solteiro(a);Fundamental Completo;39;Procedente;1;Neutro;1
1515;SP;2021-2S;Promotor;FAIXA 1;23;1;1;Solteiro(a);Médio Completo;33;Procedente;1;Detrator;0
1516;SP;2021-1S;Promotor;FAIXA 2;31;0;0;Solteiro(a);Médio Completo;38;Procedente;2;Detrator;0
1517;BA;2022-2S;Promotor;FAIXA 1;41;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;0;Promotor;2
1518;SP;2022-1S;Promotor;FAIXA 1;42;1;1;Solteiro(a);Superior Incompleto;27;Procedente;1;Promotor;2
1519;SP;2022-1S;Detrator;FAIXA 2;39;0;0;Solteiro(a);Superior Completo;33;Procedente;5;Detrator;0
1520;SP;2020-2S;Detrator;FAIXA 1;32;0;0;Casado(a);Superior Completo;37;AMBOS TIPOS;3;Detrator;0
1521;SP;2021-1S;Detrator;FAIXA 1;27;0;0;Solteiro(a);Superior Completo;38;Procedente;2;Detrator;0
1522;BA;2022-1S;Promotor;FAIXA 1;65;4;4;Solteiro(a);Médio Completo;20;AMBOS TIPOS;2;Promotor;2
1523;GO;2021-2S;Detrator;FAIXA 1;33;1;1;Solteiro(a);Médio Completo;27;Não Solicitou;2;Detrator;0
1524;SP;2021-2S;Detrator;FAIXA 1;40;1;1;Solteiro(a);Médio Completo;33;Não Solicitou;0;Detrator;0
1525;SP;2020-2S;Detrator;FAIXA 2;28;0;0;Solteiro(a);Superior Completo;28;Procedente;2;Detrator;0
1526;RS;2022-2S;Promotor;FAIXA 1;40;0;0;Solteiro(a);Médio Completo;24;Não Solicitou;0;Promotor;2
1527;PE;2023-1S;Promotor;FAIXA 1;37;0;0;Solteiro(a);Médio Completo;19;Procedente;2;Neutro;1
1528;CE;2021-2S;Neutro;FAIXA 1;42;0;0;Solteiro(a);Médio Completo;25;AMBOS TIPOS;7;Detrator;0
1529;SP;2021-1S;Neutro;FAIXA 2;37;0;0;Casado(a);Superior Completo;38;Não Solicitou;0;Neutro;1
1530;GO;2021-2S;Promotor;FAIXA 2;45;0;0;Solteiro(a);Médio Completo;27;Procedente;3;Detrator;0
1531;SP;2022-1S;Neutro;FAIXA 2;31;1;1;Solteiro(a);Médio Completo;27;Não Solicitou;0;Detrator;0
1532;SP;2021-2S;Promotor;FAIXA 1;54;0;0;Solteiro(a);Médio Completo;33;Não Solicitou;0;Promotor;2
1533;SP;2021-1S;Detrator;FAIXA 3;46;0;0;Solteiro(a);Médio Completo;38;Procedente;1;Detrator;0
1534;SP;2022-1S;Detrator;FAIXA 2;43;0;0;Solteiro(a);Superior Completo;33;Procedente;1;Detrator;0
1535;PE;2023-1S;Promotor;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;19;Não Solicitou;0;Promotor;2
1536;SP;2021-2S;Promotor;FAIXA 1;41;0;0;Solteiro(a);Médio Completo;29;Procedente;2;Promotor;2
1537;SP;2022-1S;Detrator;FAIXA 1;35;1;1;Solteiro(a);Médio Completo;27;AMBOS TIPOS;1;Detrator;0
1538;SP;2021-2S;Detrator;FAIXA 1;57;1;1;Viúvo(a);Superior Completo;33;Procedente;1;Promotor;2
1539;SP;2022-1S;Promotor;FAIXA 2;55;0;0;Solteiro(a);Médio Completo;27;Não Solicitou;0;Promotor;2
1540;SP;2021-1S;Detrator;FAIXA 1;30;1;1;Solteiro(a);Médio Completo;38;AMBOS TIPOS;1;Detrator;0
1541;SP;2021-2S;Neutro;FAIXA 1;41;2;2;Solteiro(a);Superior Completo;33;Procedente;1;Detrator;0
1542;SP;2021-2S;Neutro;FAIXA 1;39;0;0;Solteiro(a);Médio Completo;33;Procedente;2;Neutro;1
1543;CE;2021-2S;Detrator;FAIXA 1;933;0;0;Solteiro(a);Médio Completo;25;Não Solicitou;0;Detrator;0
1544;RS;2022-1S;Promotor;FAIXA 1;23;0;0;Solteiro(a);Médio Completo;17;Não Solicitou;0;Promotor;2
1545;RJ;2022-2S;Detrator;FAIXA 1;25;0;0;Solteiro(a);Médio Completo;23;Não Solicitou;0;Detrator;0
1546;SP;2022-1S;Neutro;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;33;AMBOS TIPOS;1;Detrator;0
1547;RJ;2022-2S;Neutro;FAIXA 1;32;2;2;Solteiro(a);Médio Completo;23;Não Solicitou;1;Promotor;2
1548;SP;2021-2S;Neutro;FAIXA 1;36;1;1;Divorciado(a);Médio Completo;29;Não Solicitou;0;Neutro;1
1549;SP;2021-2S;Detrator;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;33;Procedente;3;Detrator;0
1550;RS;2023-1S;Detrator;FAIXA 1;29;1;1;Solteiro(a);Superior Incompleto;21;AMBOS TIPOS;2;Neutro;1
1551;SP;2021-1S;Promotor;FAIXA 1;42;1;1;Solteiro(a);Médio Completo;38;AMBOS TIPOS;10;Neutro;1
1552;SP;2021-2S;Promotor;FAIXA 1;32;0;0;Solteiro(a);Médio Completo;29;Não Solicitou;0;Detrator;0
1553;RJ;2022-2S;Promotor;FAIXA 1;47;0;0;Solteiro(a);Superior Completo;18;Não Solicitou;0;Neutro;1
1554;SP;2022-1S;Detrator;FAIXA 2;45;1;1;Divorciado(a);Médio Completo;27;Não Solicitou;1;Detrator;0
1555;SP;2022-1S;Promotor;FAIXA 2;37;0;0;Casado(a);Médio Completo;33;Não Solicitou;4;Detrator;0
1556;RS;2023-1S;Promotor;FAIXA 1;28;0;0;Solteiro(a);Médio Completo;21;Procedente;1;Promotor;2
1557;CE;2021-2S;Promotor;FAIXA 1;21;0;0;Solteiro(a);Médio Completo;25;AMBOS TIPOS;13;Promotor;2
